source,title,authors,DOI,issue year,type,number of citations,link
scopus,MDP algorithms for portfolio optimization problems in pure jump markets,Bäuerle N.; Rieder U.,10.1007/s00780-009-0093-0,2009,Article,23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350645480&doi=10.1007%2fs00780-009-0093-0&partnerID=40&md5=07f829fc75917cb69ba4325bae8366d4
scopus,Portfolio optimization and evolution algorithms; [Optimizacija portfolijai evolucijski algoritmi],Markić B.,,2008,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249172667&partnerID=40&md5=d6da94bcd3ee546b1ec7d42528594576
scopus,Research on improved model of loans portfolio optimization based on adaptive particle swarm optimization algorithm,Sun Y.; Gao Y.-L.,10.1007/978-3-642-30976-2_19,2012,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875100455&doi=10.1007%2f978-3-642-30976-2_19&partnerID=40&md5=db899a62942d1ede511a133cb92a4833
scopus,An artificial bee colony algorithm for the cardinality-constrained portfolio optimization problems,Chen A.H.L.; Liang Y.-C.; Liu C.-C.,10.1109/CEC.2012.6252920,2012,Conference paper,33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866878343&doi=10.1109%2fCEC.2012.6252920&partnerID=40&md5=81d0fd267555f7d1b806c2d0d4aedfac
scopus,Agent-based co-operative co-evolutionary algorithms for multi-objective portfolio optimization,Drezewski R.; Obrocki K.; Siwik L.,10.1007/978-3-642-13950-5_5,2010,Article,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956299897&doi=10.1007%2f978-3-642-13950-5_5&partnerID=40&md5=b76b440030dde21cb98c506c10d353a1
scopus,Applying a global optimisation algorithm to fund of hedge funds portfolio optimisation,Minsky B.; Obradovic M.; Tang Q.; Thapar R.,,2010,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959829370&partnerID=40&md5=927ae929904f6ef0d5975904ab9102d5
scopus,Artificial bee colony algorithm for portfolio optimization problems,Wang Z.; Liu S.; Kong X.,10.4156/ijact.vol4.issue4.2,2012,Article,23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858989423&doi=10.4156%2fijact.vol4.issue4.2&partnerID=40&md5=e1a6f5b46a0551dfb4b4a8b798423ec3
scopus,Artificial bee colony algorithm for real estate portfolio optimization based on risk preference coefficient,Liu H.-M.; Wang Z.-F.; Li H.-M.,10.1109/ICMSE.2010.5720009,2010,Conference paper,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952954920&doi=10.1109%2fICMSE.2010.5720009&partnerID=40&md5=7419a1eb73715e21dd183fac930c0583
scopus,A hybrid evolutionary algorithm for mean-absolute deviation portfolio optimization problem,Wang X.; Chen Q.; Gen M.; Lin L.,,2011,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886884701&partnerID=40&md5=87bf2d6cc0027d960cb877fad4c43c23
scopus,A genetic relation algorithm with guided mutation for the large-scale portfolio optimization,Chen Y.; Yue C.; Mabu S.; Hirasawa K.,,2009,Conference paper,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951104414&partnerID=40&md5=c496790e1c21ccfa1a667a1129494c8f
scopus,Application of an Imperialist competitive algorithm in portfolio optimization,Talebi A.; Molaei M.A.; Ashrafi B.,,2011,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864911221&partnerID=40&md5=fe9a11f06bfe91d0a79e7fc278c03f54
scopus,Mean-variance portfolio optimization with cardinality and class constraints using multiobjective evolutionary algorithms,Mamanis G.; Anagnostopoulos K.P.,,2013,Book chapter,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896250227&partnerID=40&md5=d0782fe2adf4fdf674591e7005b3dd28
scopus,A hybrid artificial bee colony algorithm for portfolio optimization problem,Wang Z.; Ouyang R.; Kong X.,,2013,Article,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876058510&partnerID=40&md5=6e165ad89b07824b83d06f224a7c0886
scopus,The mean-variance cardinality constrained portfolio optimization problem: An experimental evaluation of five multiobjective evolutionary algorithms,Anagnostopoulos K.P.; Mamanis G.,10.1016/j.eswa.2011.04.233,2011,Article,154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959959912&doi=10.1016%2fj.eswa.2011.04.233&partnerID=40&md5=5d549aab0ce8f36f73cc1dc97f7ce951
scopus,Integration of genetic algorithm and particle swarm optimization for investment portfolio optimization,Kuo R.J.; Hong C.W.,10.12785/amis/070633,2013,Article,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883048535&doi=10.12785%2famis%2f070633&partnerID=40&md5=b24427de0e10370d62f046849bd35253
scopus,Study on portfolio optimization of small-scale project grouping based on Particle Swarm Optimization algorithm,Ding X.; Guo S.,10.1166/asl.2012.2198,2012,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861503795&doi=10.1166%2fasl.2012.2198&partnerID=40&md5=41d606922f9f53fc37e4ed8feb740be3
scopus,China's energy portfolio optimization study based on multi-attribute utility theory and genetic algorithm method,Liu Z.,10.4028/www.scientific.net/AMR.524-527.3027,2012,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861615624&doi=10.4028%2fwww.scientific.net%2fAMR.524-527.3027&partnerID=40&md5=050c742ae31874b0445828223b20e7e1
scopus,A multi-objective portfolio selection formulation of corporate social responsibility and optimization algorithms,Qi Y.; Peng X.; Liu J.,10.1109/CISE.2009.5364822,2009,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949665209&doi=10.1109%2fCISE.2009.5364822&partnerID=40&md5=e8e6fa2ada3f8e9a05876e12a873f400
scopus,Portfolio optimization problems in different risk measures using genetic algorithm,Chang T.-J.; Yang S.-C.; Chang K.-J.,10.1016/j.eswa.2009.02.062,2009,Article,208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349119462&doi=10.1016%2fj.eswa.2009.02.062&partnerID=40&md5=f8427ead68c77f20e3f44ca6f388d8b8
scopus,Portfolio optimization with an envelope-based multi-objective evolutionary algorithm,Branke J.; Scheckenbach B.; Stein M.; Deb K.; Schmeck H.,10.1016/j.ejor.2008.01.054,2009,Article,130,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349239816&doi=10.1016%2fj.ejor.2008.01.054&partnerID=40&md5=47552ee76619a020575af1e31c5e6352
scopus,Heuristic portfolio optimisation for a hedge fund strategy using the geometric Nelder-Mead algorithm,Alentorn A.; Moraglio A.; Johnson C.,10.1109/UKCI.2010.5625577,2010,Conference paper,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650187824&doi=10.1109%2fUKCI.2010.5625577&partnerID=40&md5=bcc08acc9010e416a1a09a5385e82000
scopus,Improved portfolio optimization with non-convex and non-concave cost using genetic algorithms,Lu Z.; Wang X.,10.1109/MEC.2013.6885468,2013,Conference paper,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918554060&doi=10.1109%2fMEC.2013.6885468&partnerID=40&md5=8c92d9e104683bb7a3d87abb2bdc59b0
scopus,Mean-VaR portfolio selection based on particle swarm optimization algorithm,Zeng Y.; Li Z.,,2012,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871873471&partnerID=40&md5=06900632504dd93c774406c2ada4a1e5
scopus,Pivoting algorithm for mean lower semi-absolute deviation portfolio optimization model,Liu Y.; Zhang Z.,10.1109/MMIT.2010.83,2010,Conference paper,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954295774&doi=10.1109%2fMMIT.2010.83&partnerID=40&md5=4fa7150334fa33986064680e902fa6eb
scopus,Application of PSO algorithm to portfolio optimization problem with fuzzy returns,Yang L.; Chen W.,,2012,Article,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864373982&partnerID=40&md5=d79fe8310819ee6b42a21dcf4dfb205b
scopus,Software project portfolio optimization with advanced multiobjective evolutionary algorithms,Kremmel T.; Kubalík J.; Biffl S.,10.1016/j.asoc.2010.04.013,2011,Article,47,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957921066&doi=10.1016%2fj.asoc.2010.04.013&partnerID=40&md5=7a1eb260d570467815578268730384d0
scopus,Multiobjective algorithms with resampling for portfolio optimization,García S.; Quintana D.; Galván I.M.; Isasi P.,,2013,Article,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887871479&partnerID=40&md5=ebe249ab0202c51fcb72814b9481a1b0
scopus,Portfolio optimization and risk measurement based on non-dominated sorting genetic algorithm,Lin P.-C.,10.3934/jimo.2012.8.549,2012,Article,26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867590179&doi=10.3934%2fjimo.2012.8.549&partnerID=40&md5=054ff4f466a144596c4ef2cd77cbeae3
scopus,An evolutionary multi-objective optimization algorithm for portfolio selection problem,Guillermo Cabrera G.; Vasconcellos C.; Soto R.; Rubio J.M.; Paredes F.; Crawford B.,,2011,Article,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054859848&partnerID=40&md5=44f0556eab8277f25966696478d005cf
scopus,PQPSO algorithm in multi-stage portfolio optimization system,Ma Y.; Liu Y.; Yang D.,10.1109/IWISA.2009.5073013,2009,Conference paper,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349545801&doi=10.1109%2fIWISA.2009.5073013&partnerID=40&md5=c517f9a1da8d3fea0e64187e91d12bf9
scopus,Portfolio management assessment by four multiobjective optimization algorithm,Mishra S.K.; Panda G.; Meher S.; Majhi R.; Singh M.,10.1109/RAICS.2011.6069328,2011,Conference paper,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81355163784&doi=10.1109%2fRAICS.2011.6069328&partnerID=40&md5=2fa9e7cdb94ff289aa68af4879e5aede
scopus,Comparative performance evaluation of multiobjective optimization algorithms for portfolio management,Mishra S.K.; Meher S.; Panda G.; Panda A.,10.1109/NABIC.2009.5393739,2009,Conference paper,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949626310&doi=10.1109%2fNABIC.2009.5393739&partnerID=40&md5=1b9862f260fe9a50c8332cd082544d3c
scopus,Optimizing Portfolio tail Measures: Asymptotics and efficient Simulation Optimization,Juneja S.,10.1109/WSC.2008.4736122,2008,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60749097446&doi=10.1109%2fWSC.2008.4736122&partnerID=40&md5=2cab461b59d18ab0e197f059a5c2efc6
scopus,Population-based algorithm portfolios for numerical optimization,Peng F.; Tang K.; Chen G.; Yao X.,10.1109/TEVC.2010.2040183,2010,Article,149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957593400&doi=10.1109%2fTEVC.2010.2040183&partnerID=40&md5=8e692b7d2468312fad1e93312dce7dd2
scopus,An algorithm for evolutionary stochastic portfolio optimization with probabilistic constraints,Hochreiter R.,,2010,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904165518&partnerID=40&md5=b064614ce1ff12a0c9912f3658b2195f
scopus,Risk Management in Trading and Investment Portfolios: An Optimisation Algorithm for Maximum Risk-budgeting Threshold,Al Janabi M.A.M.,10.1177/0972652712454516,2012,Article,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866562838&doi=10.1177%2f0972652712454516&partnerID=40&md5=30adad800c28b615c409bb91967e1686
scopus,A genetic algorithm for military project portfolio optimization problem,Yang S.-C.; Chang T.-J.; Lin T.-L.; Chang K.-J.,,2009,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655191741&partnerID=40&md5=55ea1559b4432e25f85422707086a3b7
scopus,Optimization of India's electricity generation portfolio using intelligent Pareto-search genetic algorithm,Vazhayil J.P.; Balasubramanian R.,10.1016/j.ijepes.2013.08.024,2014,Article,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884687843&doi=10.1016%2fj.ijepes.2013.08.024&partnerID=40&md5=22e97c95bcffce536d3221179e340f92
scopus,Self-adaptive ant algorithm for solving real estate portfolio optimization,Zhou S.-J.; Li Y.-C.; Zhang Z.-D.,10.1109/ISCID.2008.55,2008,Conference paper,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349183214&doi=10.1109%2fISCID.2008.55&partnerID=40&md5=f47783c844869dd69593cf2698f22e0b
scopus,Risk-adjusted portfolio optimisation using a parallel multi-objective evolutionary algorithm,Maguire P.; O'Sullivan D.; Moser P.; Dunne G.,10.1109/CIFEr.2012.6327805,2012,Conference paper,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869767973&doi=10.1109%2fCIFEr.2012.6327805&partnerID=40&md5=99f0b5d93a2ef1306c68a0aa7b075392
scopus,Portfolio optimization model and branch-bound algorithm under block trading,Xue H.-G.; Zhang C.; Hu C.-P.; Xu C.-X.,,2011,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054836838&partnerID=40&md5=324ee1e738db37fcd42765e0c003eac5
scopus,An open-source implementation of the critical-line algorithm for portfolio optimization,Bailey D.H.; De Prado M.L.,10.3390/a6010169,2013,Article,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884334689&doi=10.3390%2fa6010169&partnerID=40&md5=80780a4704be2f4b9f4c701db7376445
scopus,Comparison of multi-agent co-operative co-evolutionary and evolutionary algorithms for multi-objective portfolio optimization,Drezewski R.; Obrocki K.; Siwik L.,10.1007/978-3-642-01129-0_26,2009,Conference paper,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650663512&doi=10.1007%2f978-3-642-01129-0_26&partnerID=40&md5=77a814b48fd0e13fe8301a4e324d1ff7
scopus,Multi-attribute portfolio selection with genetic optimization algorithms,Yu L.; Wang S.; Lai K.K.,10.3138/infor.47.1.23,2009,Article,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649106950&doi=10.3138%2finfor.47.1.23&partnerID=40&md5=9a2320db822c209ed34a976d26879df4
scopus,An algorithm portfolio based solution methodology to solve a supply chain optimization problem,Yadav S.R.; Muddada R.R.M.R.; Tiwari M.K.; Shankar R.,10.1016/j.eswa.2008.10.076,2009,Article,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60249094678&doi=10.1016%2fj.eswa.2008.10.076&partnerID=40&md5=96e4fa2e7e0051ce81ae7173c09e84b3
scopus,Fund of hedge funds portfolio optimisation using a global optimisation algorithm,Minsky B.; Obradovic M.; Tang Q.; Thapar R.,10.1007/978-94-007-1192-1_34,2011,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959766997&doi=10.1007%2f978-94-007-1192-1_34&partnerID=40&md5=19c5ee0d385ab2e2020b205c4a35a34b
scopus,A survey on multiobjective evolutionary algorithms for the solution of the portfolio optimization problem and other finance and economics applications,Ponsich A.; Jaimes A.L.; Coello C.A.C.,10.1109/TEVC.2012.2196800,2013,Article,255,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878398490&doi=10.1109%2fTEVC.2012.2196800&partnerID=40&md5=57958b266cd9e5fb9e987437e67eb8b3
scopus,A Multi-Objective Evolutionary Algorithm for portfolio optimisation,Bradshaw N.-A.; Walshaw C.; Ierotheou C.; Parrott A.K.,,2009,Conference paper,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859018633&partnerID=40&md5=dd65868476f9941eaa3c40d70816957d
scopus,Genetic algorithm and MS solver for portfolio optimization under exogenous influence,Shaikh R.A.; Abbas A.,10.1109/ICCEE.2009.173,2009,Conference paper,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950513412&doi=10.1109%2fICCEE.2009.173&partnerID=40&md5=b996cc28903fd24fe4c2d62499adbb2a
scopus,Stochastic simulation and VaR modeling for asset portfolio optimization,Ke J.-C.; Hao Y.; Qiao J.,,2008,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55649096285&partnerID=40&md5=eb10975eda6b11147b5c1d9938a3e250
scopus,The mean-Value at Risk static portfolio optimization using genetic algorithm,Ranković V.; Drenovak M.; Stojanović B.; Kalinić Z.; Arsovski Z.,10.2298/CSIS121024017R,2014,Article,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893355862&doi=10.2298%2fCSIS121024017R&partnerID=40&md5=b18fa5b0172c3af94ac049f29d2f98d9
scopus,Swarm intelligence algorithms for portfolio optimization,Zhu H.; Chen Y.; Wang K.,10.1007/978-3-642-13495-1_38,2010,Conference paper,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954636447&doi=10.1007%2f978-3-642-13495-1_38&partnerID=40&md5=4fba0283d88624543a889e6a756a41ed
scopus,Pivoting algorithm for optimization model of portfolio rebalancing with transaction costs,Liu Y.; Zhang Z.,10.1109/CINC.2009.47,2009,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350542835&doi=10.1109%2fCINC.2009.47&partnerID=40&md5=931c8ce1fed33111678814849011052b
scopus,Algorithm portfolios for logistics optimization considering stochastic demands and mobility allowance,Shukla N.; Choudhary A.K.; Prakash P.K.S.; Fernandes K.J.; Tiwari M.K.,10.1016/j.ijpe.2012.07.007,2013,Article,30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869501144&doi=10.1016%2fj.ijpe.2012.07.007&partnerID=40&md5=f61293d20dcae1fde455114a65f69c27
scopus,Improved portfolio optimization combining multiobjective evolutionary computing algorithm and prediction strategy,Mishra S.K.; Panda G.; Majhi B.; Majhi R.,,2012,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051771171&partnerID=40&md5=0f079d034d3e4ded0e3d14c47d912f41
scopus,Algorithm based on heuristic subspace searching strategy for solving investment portfolio optimization problems,Jiang D.; Wu Z.; Zou J.; Wei M.; Kang L.,10.1109/CEC.2008.4630858,2008,Conference paper,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55749112484&doi=10.1109%2fCEC.2008.4630858&partnerID=40&md5=82f10d39f748b1cbf07f29f0791bc957
scopus,A novel ACO algorithm based on average entropy for real estate portfolio optimization,Li Y.; Heng B.; Zhou S.; Chen R.; Liu S.,,2012,Article,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874446620&partnerID=40&md5=340df928c59a9394cec1fc0706d9bffa
scopus,Genetic relation algorithm with guided mutation for the large-scale portfolio optimization,Chen Y.; Mabu S.; Hirasawa K.,10.1016/j.eswa.2010.08.120,2011,Article,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650699083&doi=10.1016%2fj.eswa.2010.08.120&partnerID=40&md5=95f398a0cdb4859236719f697767d006
scopus,Optimal capital structure and financial risk of project finance investments: A simulation optimization model with chance constraints,Donkor E.A.; Duffey M.,10.1080/0013791X.2012.742948,2013,Article,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876268789&doi=10.1080%2f0013791X.2012.742948&partnerID=40&md5=1d98a934af17583e7dbef5a607699726
scopus,Application of a memetic algorithm to the portfolio optimization problem,Aranha C.; Iba H.,10.1007/978-3-540-89378-3_52,2008,Conference paper,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58349121514&doi=10.1007%2f978-3-540-89378-3_52&partnerID=40&md5=b41f7c666986c0aeae7e59abc90870ff
scopus,A novel multi objective genetic algorithm for the portfolio optimization,Bevilacqua V.; Pacelli V.; Saladino S.,10.1007/978-3-642-24728-6_25,2011,Conference paper,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857340264&doi=10.1007%2f978-3-642-24728-6_25&partnerID=40&md5=d49c604c0784d8083fe365a02dcfe2b9
scopus,Bee colony algorithm for portfolio optimization,Liu Y.; Ma L.,,2011,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955708527&partnerID=40&md5=751ac70da67bee8f0e8d17ff03996484
scopus,Portfolio optimization using evolutionary algorithms,Lean Y.; Wang S.; Lai K.K.,10.4018/978-1-59904-627-3.ch014,2008,Book chapter,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901510988&doi=10.4018%2f978-1-59904-627-3.ch014&partnerID=40&md5=22b6c57a3bddc3e429d4de8ccdefa501
scopus,Portfolio optimization based on a computer simulation of securities rates of return from the bivariate normal distribution,Dukić D.; Dukić G.; Sesar M.,10.1109/ITI.2008.4588407,2008,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51949099161&doi=10.1109%2fITI.2008.4588407&partnerID=40&md5=00330a142a6b67af4730ceb6b0485eaa
scopus,Asset portfolio optimization using support vector machines and real-coded genetic algorithm,Gupta P.; Mehlawat M.K.; Mittal G.,10.1007/s10898-011-9692-3,2012,Conference paper,54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863723081&doi=10.1007%2fs10898-011-9692-3&partnerID=40&md5=83dc1865638b4ca60e5482c85a958f52
scopus,A class of loan portfolio models in fuzzy random environments and hybrid optimization algorithm,Ning Y.F.,10.1109/ICMLC.2009.5212481,2009,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350718960&doi=10.1109%2fICMLC.2009.5212481&partnerID=40&md5=98932353e8b4fa955e22f31cfdbb60f2
scopus,MAPLE code for the gamma algorithm for global optimization of uncertain functions in economy and finance,Delgado Pineda M.; Galperin E.A.,10.1016/j.camwa.2010.02.013,2010,Article,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950297398&doi=10.1016%2fj.camwa.2010.02.013&partnerID=40&md5=1ba614170427d589ad1948a90e1ee065
scopus,Portfolio optimization and index tracking for the shipping stock and freight markets using evolutionary algorithms,Andriosopoulos K.; Doumpos M.; Papapostolou N.C.; Pouliasis P.K.,10.1016/j.tre.2012.11.006,2013,Article,31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872076455&doi=10.1016%2fj.tre.2012.11.006&partnerID=40&md5=0e472a368373f02a5bf8fe47e8f306ff
scopus,Pivoting algorithm for Mean-CVaR portfolio optimization model,Liu Y.; Zhang Z.,10.1007/978-3-642-14350-2_25,2010,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651524111&doi=10.1007%2f978-3-642-14350-2_25&partnerID=40&md5=d6b67cb76fdeeb1474200a9720c7f0f5
scopus,Service portfolio optimization algorithm based on value model and graph theory in SOA,Yang Z.-X.; Ning H.-Y.; Sun J.-Q.; Yang J.-B.,10.1109/ICSESS.2013.6615256,2013,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890111700&doi=10.1109%2fICSESS.2013.6615256&partnerID=40&md5=534952476b7abfa1c003fdcf2b4eaf3d
scopus,Multi-objective portfolio optimization and rebalancing using genetic algorithms with local search,Soam V.; Palafox L.; Iba H.,10.1109/CEC.2012.6252900,2012,Conference paper,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866852067&doi=10.1109%2fCEC.2012.6252900&partnerID=40&md5=8d218887ed229cf773d77f3501845ac2
scopus,Minimising value-at-risk in a portfolio optimisation problem using a multi-objective genetic algorithm,Alfaro-Cid E.; Baixauli-Soler J.S.; Fernandez-Blanco M.O.,10.1504/IJRAM.2011.04370,2011,Article,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857333909&doi=10.1504%2fIJRAM.2011.04370&partnerID=40&md5=b146b3ffdf0ba98811f5dd4eccd9682b
scopus,Research on improved particle swarm optimization algorithm for portfolio optimization based on CVaR,Zhou S.-H.; Ni Y.-S.,10.3963/j.issn.1671-4431.2010.01.042,2010,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949420580&doi=10.3963%2fj.issn.1671-4431.2010.01.042&partnerID=40&md5=68ade7fe07bfb42fd5261f6bf8b79300
scopus,Resolving multi objective stock portfolio optimization problem using genetic algorithm,Hoklie; Zuhal L.R.,10.1109/ICCAE.2010.5451372,2010,Conference paper,34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952616100&doi=10.1109%2fICCAE.2010.5451372&partnerID=40&md5=cef56f8dc8ad8a6c711f986cf7a70533
scopus,Erratum: Genetic relation algorithm with guided mutation for the large-scale portfolio optimization (Expert Systems with Applications (2011) 38:4 (3353-3363)),Chen Y.; Mabu S.; Hirasawa K.,10.1016/j.eswa.2011.10.027,2012,Erratum,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155186796&doi=10.1016%2fj.eswa.2011.10.027&partnerID=40&md5=42504cbcab5daac7a3f1128785cc7f57
scopus,Stocks portfolio optimization using classication and genetic algorithms,El Hachloufi M.; Guennoun Z.; Hamza F.,,2012,Article,28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867307260&partnerID=40&md5=ffe4429393ddd6604c49709e6151ee42
scopus,A new evolutionary algorithm for portfolio optimization and its application,Wang W.; Hu J.,10.1109/CIS.2013.24,2013,Conference paper,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900633392&doi=10.1109%2fCIS.2013.24&partnerID=40&md5=92c6498b485f949d6c99e6753f63fb08
scopus,Simulation-based portfolio optimization for large portfolios with transaction costs,Muthuraman K.; Zha H.,10.1111/j.1467-9965.2007.00324.x,2008,Article,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37249054295&doi=10.1111%2fj.1467-9965.2007.00324.x&partnerID=40&md5=fa0ead18b1eda9acb5de16dba6680a9e
scopus,A parametric algorithm for long-short portfolio optimization,Liu Y.; Zhang Z.; Xiong F.; Liu F.,10.1109/WKDD.2008.97,2008,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50949100098&doi=10.1109%2fWKDD.2008.97&partnerID=40&md5=96b0974b23b0921e9c3d3e246c10e8c8
scopus,A heuristic algorithm for a portfolio optimization model applied to the Milan stock market,Speranza M.G.,10.1016/0305-0548(95)00030-5,1996,Article,83,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030147801&doi=10.1016%2f0305-0548%2895%2900030-5&partnerID=40&md5=76c959c2cd6d63fd16252223a0ebea26
scopus,A branch-and-bound algorithm for discrete multi-factor portfolio optimization model,Niu S.-F.; Wang G.-X.; Sun X.-L.,10.1007/s11741-008-0105-3,2008,Article,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849190810&doi=10.1007%2fs11741-008-0105-3&partnerID=40&md5=7ff1a7fde2d1e00ea119d8dd1119d26f
scopus,Portfolio optimization model for banks based on Monte Carlo simulation and the constraint of VaR technology,Chi G.-T.; Zheng X.-G.; Xu W.,,2006,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747821214&partnerID=40&md5=cbbf685433a1924457c24c9634f95b9f
scopus,Optfolio - A simulation optimization system for project portfolio planning,April J.; Glover F.; Kelly J.P.,,2003,Conference paper,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642519708&partnerID=40&md5=35b177114c5b579a99624b42ac1f8e4a
scopus,Modelling cost into a genetic algorithm-based portfolio optimization system by seeding and objective sharing,Aranha C.; Iba H.,10.1109/CEC.2007.4424472,2007,Conference paper,32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349120924&doi=10.1109%2fCEC.2007.4424472&partnerID=40&md5=5a8b1837820d24c77332cbaa2a596d00
scopus,Genetic algorithm optimization in building portfolio management,Tong T.K.L.; Tam C.M.; Chan A.P.C.,10.1080/01446190110062096,2001,Article,22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035479058&doi=10.1080%2f01446190110062096&partnerID=40&md5=9c282a268dfadf457baddaadb7116bf0
scopus,PERFORMANCE OF A QUADRATIC PORTFOLIO OPTIMIZATION ALGORITHM USING MOMENTUM CONSIDERATIONS TO ESTIMATE EXPECTED FINANCIAL ASSET PARAMETERS,"Anckonie A., III",10.1111/j.1540-6288.1985.tb00181.x,1985,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984423760&doi=10.1111%2fj.1540-6288.1985.tb00181.x&partnerID=40&md5=504b64b697bd71ee6a34d8758b61ef34
